epoch,loss,monitor_psnr,monitor_ssim,B_mean,B_max,dB_toq,dB_tokv,dB_toout,n_zero,time_s
1,0.076484,11.0208,0.39521,0.05107,0.05107,0.0000e+00,2.2106e-04,0.0000e+00,0,9.5
2,0.075105,11.1000,0.40727,0.09884,0.09884,0.0000e+00,1.0712e-03,0.0000e+00,0,8.2
