epoch,loss,monitor_psnr,monitor_ssim,B_mean,B_max,dB_toq,dB_tokv,dB_toout,n_zero,time_s
1,0.076479,11.0093,0.39339,0.05107,0.05107,0.0000e+00,2.2073e-04,0.0000e+00,0,9.5
2,0.075134,11.0952,0.40651,0.09885,0.09885,0.0000e+00,1.0708e-03,0.0000e+00,0,8.4
