240	rung17_l1_lp_kl_all_kv_r4_s42_f38ba30a
760	rung17_l1_lp_kl_all_kv_r4_s42_79513992
2410	rung17_l1_lp_kl_all_kv_r4_s42_4127c9ff
7600	rung17_l1_lp_kl_all_kv_r4_s42_e39585e3
