spot	130	rung17_l1_lp_kl_all_kv_r4_s42_7b163956
spot	400	rung17_l1_lp_kl_all_kv_r4_s42_c21a4116
spot	1270	rung17_l1_lp_kl_all_kv_r4_s42_8e1f928d
spot	4000	rung17_l1_lp_kl_all_kv_r4_s42_ccb2851d
teap	240	rung17_l1_lp_kl_all_kv_r4_s42_f38ba30a
teap	760	rung17_l1_lp_kl_all_kv_r4_s42_79513992
teap	2410	rung17_l1_lp_kl_all_kv_r4_s42_4127c9ff
teap	7600	rung17_l1_lp_kl_all_kv_r4_s42_e39585e3
