arm,frame,entropy_all,cls_all,top1_all,entropy_vis,cls_vis,top1_vis,entropy_inv,cls_inv,top1_inv,attn_flicker,attn_drift,attn_flicker_vis,attn_flicker_inv,seconds
rung14,8,0.988554,0.583265,0.030653,0.988322,0.578745,0.031592,0.988701,0.586114,0.030060,1.051938e-02,3.605280e-02,1.088751e-02,1.028727e-02,1.39
rung14,9,0.988538,0.583214,0.030992,0.988298,0.578722,0.031940,0.988689,0.586045,0.030395,1.266507e-02,3.784008e-02,1.301280e-02,1.244583e-02,1.40
rung14,10,0.988537,0.583310,0.030985,0.988296,0.578828,0.031932,0.988688,0.586136,0.030388,9.036428e-03,3.880992e-02,9.491600e-03,8.749442e-03,1.40
rung14,11,0.988555,0.583469,0.030846,0.988324,0.579000,0.031749,0.988701,0.586286,0.030277,6.689378e-03,3.896502e-02,6.838407e-03,6.595414e-03,1.41
rung14,12,0.988659,0.583050,0.031249,0.988385,0.578571,0.032258,0.988831,0.585873,0.030613,1.975904e-02,4.323155e-02,2.075129e-02,1.913341e-02,1.41
rung14,13,0.988784,0.583155,0.031270,0.988513,0.578677,0.032265,0.988955,0.585979,0.030642,1.264432e-02,4.382813e-02,1.295971e-02,1.244547e-02,1.40
rung14,14,0.988770,0.583041,0.031113,0.988493,0.578558,0.032158,0.988944,0.585867,0.030453,1.296500e-02,4.569926e-02,1.330920e-02,1.274798e-02,1.40
rung14,15,0.988786,0.583150,0.031170,0.988498,0.578658,0.032238,0.988968,0.585981,0.030497,9.164403e-03,4.662541e-02,9.391649e-03,9.021123e-03,1.40
rung14,16,0.988793,0.583243,0.030702,0.988504,0.578715,0.031839,0.988975,0.586098,0.029985,1.346345e-02,4.711860e-02,1.376838e-02,1.327119e-02,1.40
rung14,17,0.988838,0.582290,0.030748,0.988534,0.577869,0.031925,0.989029,0.585077,0.030005,1.833713e-02,5.240848e-02,1.870693e-02,1.810397e-02,1.41
rung14,18,0.988864,0.582216,0.031049,0.988584,0.577835,0.032120,0.989040,0.584978,0.030373,1.412947e-02,5.356143e-02,1.438907e-02,1.396580e-02,1.40
rung14,19,0.988901,0.582272,0.030906,0.988616,0.577905,0.031967,0.989081,0.585026,0.030238,1.377990e-02,5.543370e-02,1.402812e-02,1.362340e-02,1.40
rung14,20,0.988932,0.582229,0.030955,0.988652,0.577870,0.032002,0.989108,0.584977,0.030296,1.156938e-02,5.653260e-02,1.159413e-02,1.155377e-02,1.41
rung14,21,0.988908,0.582084,0.030922,0.988621,0.577727,0.032009,0.989089,0.584830,0.030238,1.008088e-02,5.560031e-02,1.014047e-02,1.004331e-02,1.40
rung14,22,0.988931,0.581562,0.031284,0.988611,0.577190,0.032455,0.989132,0.584318,0.030547,1.996448e-02,5.974396e-02,2.033078e-02,1.973354e-02,1.41
rung14,23,0.988899,0.581511,0.031393,0.988564,0.577110,0.032604,0.989111,0.584286,0.030630,1.401720e-02,6.091102e-02,1.372125e-02,1.420380e-02,1.41
rung14,24,0.989009,0.581525,0.031061,0.988687,0.577139,0.032221,0.989213,0.584291,0.030330,1.439095e-02,6.275042e-02,1.440772e-02,1.438038e-02,1.40
rung14,25,0.989039,0.581617,0.031161,0.988727,0.577239,0.032246,0.989236,0.584378,0.030477,1.403320e-02,6.269928e-02,1.419567e-02,1.393075e-02,1.41
rung14,26,0.989038,0.581580,0.031163,0.988714,0.577172,0.032339,0.989242,0.584359,0.030422,8.915096e-03,6.289216e-02,8.728401e-03,9.032806e-03,1.40
rung14,27,0.988955,0.581141,0.031553,0.988662,0.576805,0.032645,0.989140,0.583876,0.030864,2.042119e-02,6.702642e-02,2.096170e-02,2.008040e-02,1.41
rung14,28,0.989021,0.580881,0.031554,0.988731,0.576545,0.032636,0.989205,0.583614,0.030872,1.268551e-02,6.960183e-02,1.288450e-02,1.256005e-02,1.41
rung14,29,0.988987,0.580705,0.031577,0.988676,0.576362,0.032747,0.989183,0.583443,0.030839,1.312864e-02,7.130824e-02,1.317901e-02,1.309688e-02,1.40
rung14,30,0.989027,0.580616,0.031441,0.988711,0.576295,0.032652,0.989226,0.583341,0.030677,1.130831e-02,7.227650e-02,1.167963e-02,1.107418e-02,1.40
rung14,31,0.989057,0.580703,0.031341,0.988761,0.576389,0.032442,0.989243,0.583422,0.030647,1.016483e-02,7.133989e-02,1.019788e-02,1.014399e-02,1.41
rung14,32,0.989106,0.580742,0.031511,0.988830,0.576462,0.032554,0.989280,0.583441,0.030853,2.126187e-02,7.620540e-02,2.144572e-02,2.114596e-02,1.41
rung14,33,0.989151,0.580974,0.031616,0.988887,0.576679,0.032627,0.989317,0.583682,0.030979,1.377567e-02,7.791119e-02,1.396835e-02,1.365419e-02,1.41
rung14,34,0.989137,0.580987,0.031645,0.988880,0.576758,0.032638,0.989299,0.583653,0.031019,1.205446e-02,7.953637e-02,1.199629e-02,1.209113e-02,1.41
rung14,35,0.989133,0.581060,0.031595,0.988884,0.576828,0.032542,0.989289,0.583728,0.030998,1.012321e-02,7.920181e-02,9.979138e-03,1.021405e-02,1.41
rung14,36,0.989124,0.581141,0.031675,0.988876,0.576886,0.032641,0.989281,0.583823,0.031067,1.481255e-02,8.264296e-02,1.482421e-02,1.480519e-02,1.40
rung14,37,0.989144,0.581169,0.031745,0.988895,0.576956,0.032676,0.989301,0.583825,0.031159,1.315334e-02,8.234297e-02,1.342424e-02,1.298254e-02,1.41
rung14,38,0.989192,0.581282,0.031518,0.988943,0.577103,0.032434,0.989348,0.583917,0.030940,1.107992e-02,8.307612e-02,1.083710e-02,1.123302e-02,1.40
rung14,39,0.989125,0.581583,0.031760,0.988867,0.577407,0.032690,0.989288,0.584217,0.031174,1.120507e-02,8.362655e-02,1.103457e-02,1.131257e-02,1.40
rung14,40,0.989156,0.581860,0.031586,0.988896,0.577703,0.032533,0.989321,0.584481,0.030988,1.069757e-02,8.360190e-02,1.062582e-02,1.074281e-02,1.41
rung14,41,0.989186,0.581766,0.031486,0.988925,0.577646,0.032401,0.989350,0.584365,0.030909,1.569930e-02,8.413054e-02,1.606270e-02,1.547017e-02,1.41
rung14,42,0.989172,0.581649,0.031614,0.988917,0.577545,0.032522,0.989332,0.584236,0.031042,1.108838e-02,8.469611e-02,1.115807e-02,1.104443e-02,1.41
rung14,43,0.989129,0.581689,0.031730,0.988886,0.577618,0.032603,0.989282,0.584256,0.031180,1.030494e-02,8.477541e-02,1.028705e-02,1.031622e-02,1.40
rung14,44,0.989203,0.581588,0.031627,0.988958,0.577523,0.032505,0.989357,0.584152,0.031073,9.341470e-03,8.600765e-02,9.187896e-03,9.438298e-03,1.41
rung14,45,0.989217,0.581524,0.031488,0.988974,0.577473,0.032349,0.989370,0.584079,0.030944,1.020396e-02,8.741102e-02,1.008609e-02,1.027828e-02,1.40
rung14,46,0.989210,0.581170,0.031673,0.988966,0.577072,0.032498,0.989364,0.583754,0.031153,1.493645e-02,8.918209e-02,1.497529e-02,1.491195e-02,1.41
rung14,47,0.989259,0.581237,0.031577,0.989013,0.577132,0.032443,0.989415,0.583826,0.031031,1.130583e-02,8.987921e-02,1.128944e-02,1.131616e-02,1.41
rung14,48,0.989277,0.581186,0.031540,0.989042,0.577107,0.032350,0.989425,0.583758,0.031029,1.084085e-02,9.160553e-02,1.060391e-02,1.099024e-02,1.41
rung14,49,0.989312,0.581324,0.031433,0.989066,0.577239,0.032274,0.989466,0.583899,0.030903,1.083036e-02,9.127384e-02,1.026564e-02,1.118641e-02,1.41
rung14,50,0.989299,0.581293,0.031536,0.989053,0.577198,0.032376,0.989453,0.583875,0.031007,8.999394e-03,9.149768e-02,8.954054e-03,9.027980e-03,1.41
rung14,51,0.989227,0.581437,0.031670,0.988992,0.577335,0.032464,0.989375,0.584024,0.031170,1.749902e-02,9.165122e-02,1.753527e-02,1.747616e-02,1.40
rung14,52,0.989290,0.581672,0.031427,0.989060,0.577568,0.032231,0.989434,0.584260,0.030920,1.111117e-02,9.265549e-02,1.118447e-02,1.106496e-02,1.41
rung14,53,0.989257,0.581639,0.031472,0.989022,0.577519,0.032275,0.989406,0.584237,0.030966,8.849181e-03,9.293827e-02,8.665225e-03,8.965164e-03,1.41
rung14,54,0.989268,0.581399,0.031453,0.989033,0.577297,0.032281,0.989415,0.583985,0.030932,8.498913e-03,9.445354e-02,8.625552e-03,8.419067e-03,1.40
rung14,55,0.989351,0.581399,0.031360,0.989112,0.577299,0.032199,0.989502,0.583984,0.030831,9.408797e-03,9.409253e-02,9.379046e-03,9.427555e-03,1.41
rung14,56,0.989423,0.581394,0.031207,0.989175,0.577287,0.032092,0.989579,0.583983,0.030649,1.994249e-02,9.589925e-02,1.960489e-02,2.015535e-02,1.40
rung14,57,0.989366,0.581172,0.031345,0.989120,0.577068,0.032178,0.989521,0.583760,0.030820,8.768359e-03,9.731480e-02,8.694951e-03,8.814645e-03,1.41
rung14,58,0.989395,0.581414,0.031321,0.989147,0.577299,0.032172,0.989552,0.584008,0.030784,1.062457e-02,9.682594e-02,1.056091e-02,1.066471e-02,1.40
rung14,59,0.989367,0.581472,0.031449,0.989121,0.577339,0.032289,0.989522,0.584078,0.030920,7.739115e-03,9.705160e-02,7.799179e-03,7.701244e-03,1.41
rung14,60,0.989347,0.581454,0.031480,0.989103,0.577330,0.032326,0.989500,0.584054,0.030947,5.592590e-03,9.690134e-02,5.528782e-03,5.632821e-03,1.41
rung14,61,0.989442,0.581295,0.031430,0.989196,0.577065,0.032238,0.989597,0.583962,0.030920,1.493072e-02,9.902702e-02,1.500089e-02,1.488647e-02,1.41
rung14,62,0.989485,0.581340,0.031245,0.989253,0.577178,0.032030,0.989632,0.583965,0.030749,1.190946e-02,9.876569e-02,1.202292e-02,1.183791e-02,1.40
rung14,63,0.989467,0.581380,0.031277,0.989235,0.577229,0.032085,0.989612,0.583998,0.030768,8.213399e-03,9.876156e-02,8.138053e-03,8.260906e-03,1.41
rung14,64,0.989448,0.581357,0.031243,0.989203,0.577173,0.032126,0.989602,0.583995,0.030686,8.387877e-03,9.983084e-02,8.308379e-03,8.438001e-03,1.41
rung14,65,0.989484,0.581689,0.031123,0.989234,0.577497,0.032034,0.989642,0.584332,0.030550,7.687824e-03,9.953277e-02,7.621019e-03,7.729944e-03,1.41
rung14,66,0.989496,0.581691,0.031288,0.989266,0.577450,0.032121,0.989642,0.584365,0.030763,1.241365e-02,9.999101e-02,1.209425e-02,1.261503e-02,1.40
rung14,67,0.989537,0.581591,0.031392,0.989317,0.577382,0.032141,0.989676,0.584244,0.030920,1.181195e-02,1.005717e-01,1.174565e-02,1.185375e-02,1.41
rung14,68,0.989531,0.581573,0.031371,0.989310,0.577321,0.032134,0.989671,0.584253,0.030889,8.424043e-03,1.010343e-01,8.347548e-03,8.472273e-03,1.41
rung14,69,0.989556,0.581670,0.031353,0.989332,0.577407,0.032137,0.989697,0.584357,0.030859,8.527874e-03,1.016867e-01,8.450360e-03,8.576747e-03,1.41
rung14,70,0.989539,0.581733,0.031392,0.989315,0.577466,0.032174,0.989680,0.584423,0.030899,6.376141e-03,1.016383e-01,6.303094e-03,6.422198e-03,1.41
rung14,71,0.989615,0.581952,0.031149,0.989373,0.577601,0.032039,0.989767,0.584696,0.030588,1.323870e-02,1.032641e-01,1.329011e-02,1.320628e-02,1.41
rung14,72,0.989648,0.581715,0.031211,0.989409,0.577353,0.032064,0.989799,0.584466,0.030674,1.246913e-02,1.035325e-01,1.261579e-02,1.237666e-02,1.41
rung14,73,0.989573,0.581768,0.031334,0.989336,0.577408,0.032205,0.989723,0.584516,0.030785,1.212797e-02,1.028887e-01,1.218642e-02,1.209112e-02,1.41
rung14,74,0.989519,0.581768,0.031412,0.989277,0.577410,0.032302,0.989671,0.584515,0.030850,9.311611e-03,1.033502e-01,9.242612e-03,9.355114e-03,1.48
rung14,75,0.989530,0.581690,0.031409,0.989287,0.577324,0.032301,0.989683,0.584443,0.030846,7.018274e-03,1.030922e-01,7.067460e-03,6.987262e-03,1.41
rung14,76,0.989450,0.581477,0.031685,0.989219,0.577088,0.032557,0.989595,0.584244,0.031135,1.326717e-02,1.040133e-01,1.312401e-02,1.335743e-02,1.40
rung14,77,0.989480,0.581558,0.031544,0.989256,0.577154,0.032397,0.989620,0.584335,0.031006,1.083566e-02,1.032331e-01,1.062784e-02,1.096669e-02,1.41
rung14,78,0.989491,0.581369,0.031362,0.989274,0.576963,0.032211,0.989627,0.584148,0.030826,9.999953e-03,1.039180e-01,1.014163e-02,9.910627e-03,1.40
rung14,79,0.989499,0.581450,0.031472,0.989289,0.577015,0.032297,0.989631,0.584246,0.030952,8.187450e-03,1.037783e-01,8.039362e-03,8.280819e-03,1.40
rung14,80,0.989537,0.581478,0.031553,0.989333,0.577027,0.032358,0.989665,0.584284,0.031046,7.575005e-03,1.041124e-01,7.647387e-03,7.529368e-03,1.40
rung14,81,0.989510,0.581677,0.031426,0.989308,0.577232,0.032269,0.989637,0.584479,0.030895,1.154653e-02,1.033332e-01,1.156053e-02,1.153770e-02,1.40
rung14,82,0.989519,0.581558,0.031296,0.989336,0.577136,0.032058,0.989635,0.584346,0.030816,1.100925e-02,1.039833e-01,1.104164e-02,1.098883e-02,1.41
rung14,83,0.989571,0.581532,0.031171,0.989378,0.577134,0.031943,0.989693,0.584304,0.030684,1.187302e-02,1.036022e-01,1.196903e-02,1.181249e-02,1.43
rung14,84,0.989516,0.581653,0.031220,0.989323,0.577254,0.032027,0.989638,0.584426,0.030712,8.424488e-03,1.041580e-01,8.560631e-03,8.338650e-03,1.45
rung14,85,0.989506,0.581755,0.031224,0.989311,0.577336,0.032030,0.989630,0.584541,0.030716,7.158211e-03,1.042734e-01,7.125565e-03,7.178795e-03,1.45
rung14,86,0.989516,0.581668,0.031292,0.989329,0.577241,0.032076,0.989635,0.584459,0.030798,9.992476e-03,1.044431e-01,9.994063e-03,9.991475e-03,1.48
rung14,87,0.989497,0.581270,0.031359,0.989313,0.576855,0.032122,0.989614,0.584054,0.030878,1.083698e-02,1.067285e-01,1.079838e-02,1.086132e-02,1.47
rung14,88,0.989522,0.581378,0.031303,0.989327,0.576928,0.032071,0.989644,0.584184,0.030818,1.088459e-02,1.076214e-01,1.115537e-02,1.071386e-02,1.40
rung14,89,0.989529,0.581450,0.031179,0.989339,0.577018,0.031958,0.989649,0.584245,0.030688,8.046606e-03,1.079361e-01,7.896704e-03,8.141120e-03,1.41
rung14,90,0.989548,0.581421,0.031122,0.989365,0.576972,0.031892,0.989663,0.584226,0.030637,7.246396e-03,1.080091e-01,7.143863e-03,7.311041e-03,1.43
rung14,91,0.989426,0.581433,0.031334,0.989244,0.576978,0.032064,0.989541,0.584243,0.030874,1.319807e-02,1.088332e-01,1.338348e-02,1.308117e-02,1.41
rung14,92,0.989456,0.581304,0.031373,0.989308,0.576846,0.032003,0.989549,0.584114,0.030975,9.478289e-03,1.085903e-01,9.303926e-03,9.588225e-03,1.40
rung14,93,0.989379,0.581234,0.031443,0.989226,0.576722,0.032106,0.989476,0.584079,0.031025,1.166509e-02,1.093654e-01,1.172790e-02,1.162549e-02,1.45
rung14,94,0.989434,0.581212,0.031478,0.989282,0.576742,0.032116,0.989529,0.584030,0.031076,8.049378e-03,1.101104e-01,8.161681e-03,7.978570e-03,1.40
rung14,95,0.989471,0.581239,0.031384,0.989311,0.576754,0.032047,0.989571,0.584066,0.030966,8.088777e-03,1.093257e-01,8.008368e-03,8.139473e-03,1.41
rung14,96,0.989502,0.581126,0.031385,0.989328,0.576685,0.032053,0.989612,0.583926,0.030964,1.186612e-02,1.097089e-01,1.158659e-02,1.204236e-02,1.40
rung14,97,0.989507,0.580895,0.031650,0.989352,0.576398,0.032280,0.989605,0.583730,0.031253,1.166671e-02,1.103494e-01,1.184720e-02,1.155292e-02,1.40
rung14,98,0.989478,0.581084,0.031746,0.989328,0.576609,0.032352,0.989572,0.583906,0.031365,1.176987e-02,1.108905e-01,1.186803e-02,1.170798e-02,1.40
rung14,99,0.989533,0.581059,0.031768,0.989374,0.576569,0.032404,0.989634,0.583890,0.031368,9.177298e-03,1.112313e-01,9.426805e-03,9.019983e-03,1.41
rung14,100,0.989484,0.581161,0.031776,0.989332,0.576665,0.032407,0.989580,0.583995,0.031378,8.828571e-03,1.108098e-01,8.676402e-03,8.924515e-03,1.40
rung14,101,0.989556,0.581299,0.031623,0.989408,0.576772,0.032268,0.989650,0.584153,0.031217,1.119080e-02,1.102043e-01,1.107760e-02,1.126217e-02,1.40
rung14,102,0.989569,0.581230,0.031558,0.989421,0.576724,0.032222,0.989662,0.584071,0.031139,7.413656e-03,1.103833e-01,7.378913e-03,7.435561e-03,1.40
rung14,103,0.989575,0.581060,0.031544,0.989426,0.576600,0.032213,0.989668,0.583872,0.031122,8.161126e-03,1.104620e-01,7.923262e-03,8.311099e-03,1.40
rung14,104,0.989522,0.580954,0.031599,0.989387,0.576457,0.032241,0.989607,0.583789,0.031195,1.135214e-02,1.115365e-01,1.119819e-02,1.144920e-02,1.40
rung14,105,0.989539,0.581065,0.031387,0.989386,0.576578,0.032096,0.989636,0.583894,0.030939,7.784731e-03,1.114076e-01,7.951064e-03,7.679856e-03,1.40
rung14,106,0.989560,0.580692,0.031394,0.989417,0.576265,0.032048,0.989651,0.583482,0.030981,1.367963e-02,1.108412e-01,1.326239e-02,1.394269e-02,1.42
rung14,107,0.989599,0.580836,0.031339,0.989458,0.576413,0.031971,0.989688,0.583625,0.030940,8.332595e-03,1.116340e-01,8.148283e-03,8.448803e-03,1.42
rung14,108,0.989532,0.580855,0.031246,0.989389,0.576452,0.031885,0.989622,0.583631,0.030843,1.024118e-02,1.121822e-01,9.875719e-03,1.047161e-02,1.46
rung14,109,0.989504,0.580732,0.031382,0.989361,0.576316,0.032015,0.989595,0.583516,0.030982,8.213706e-03,1.127324e-01,8.202560e-03,8.220733e-03,1.40
rung14,110,0.989586,0.580848,0.031325,0.989438,0.576443,0.031973,0.989679,0.583624,0.030917,8.361717e-03,1.130460e-01,7.985407e-03,8.598981e-03,1.40
rung14,111,0.989625,0.580943,0.031173,0.989472,0.576552,0.031844,0.989722,0.583711,0.030750,1.109601e-02,1.131927e-01,1.081091e-02,1.127576e-02,1.40
rung14,112,0.989685,0.581038,0.030958,0.989533,0.576658,0.031673,0.989780,0.583799,0.030506,9.341969e-03,1.130466e-01,9.282451e-03,9.379494e-03,1.40
rung14,113,0.989734,0.580917,0.030907,0.989558,0.576498,0.031704,0.989845,0.583704,0.030405,1.099630e-02,1.141786e-01,1.076648e-02,1.114121e-02,1.40
rung14,114,0.989659,0.581026,0.031017,0.989476,0.576610,0.031885,0.989774,0.583810,0.030469,1.087391e-02,1.143221e-01,1.075346e-02,1.094986e-02,1.40
rung14,115,0.989666,0.581137,0.031001,0.989487,0.576749,0.031831,0.989779,0.583904,0.030477,8.747024e-03,1.138734e-01,8.751809e-03,8.744009e-03,1.41
rung14,116,0.989587,0.580756,0.031319,0.989402,0.576335,0.032153,0.989703,0.583544,0.030793,1.618820e-02,1.130099e-01,1.618154e-02,1.619239e-02,1.40
rung14,117,0.989630,0.580981,0.031194,0.989462,0.576583,0.031957,0.989736,0.583753,0.030713,9.778037e-03,1.130138e-01,9.911418e-03,9.693939e-03,1.40
rung14,118,0.989621,0.581101,0.031199,0.989456,0.576697,0.031953,0.989726,0.583877,0.030724,7.584991e-03,1.124410e-01,7.509165e-03,7.632800e-03,1.40
rung14,119,0.989611,0.581021,0.031159,0.989437,0.576649,0.031941,0.989721,0.583777,0.030666,7.901182e-03,1.128224e-01,7.838808e-03,7.940508e-03,1.40
rung14,120,0.989673,0.580867,0.031007,0.989514,0.576475,0.031771,0.989774,0.583637,0.030524,8.632177e-03,1.130878e-01,8.609453e-03,8.646505e-03,1.41
rung14,121,0.989724,0.580830,0.030881,0.989559,0.576435,0.031640,0.989828,0.583601,0.030403,8.395931e-03,1.135462e-01,8.293003e-03,8.460825e-03,1.41
rung14,122,0.989755,0.580987,0.030818,0.989596,0.576596,0.031545,0.989855,0.583755,0.030359,7.837557e-03,1.138161e-01,7.729604e-03,7.905623e-03,1.40
rung14,123,0.989835,0.581026,0.030743,0.989682,0.576640,0.031448,0.989932,0.583792,0.030298,8.922924e-03,1.143522e-01,9.056817e-03,8.838505e-03,1.41
rung14,124,0.989819,0.580887,0.030842,0.989682,0.576483,0.031506,0.989905,0.583663,0.030423,8.651522e-03,1.146978e-01,8.697444e-03,8.622567e-03,1.41
rung14,125,0.989684,0.580761,0.031024,0.989530,0.576345,0.031791,0.989782,0.583546,0.030541,1.260654e-02,1.150696e-01,1.296182e-02,1.238254e-02,1.41
rung14,126,0.989770,0.580880,0.030845,0.989614,0.576479,0.031595,0.989868,0.583655,0.030373,8.906758e-03,1.142192e-01,9.060164e-03,8.810034e-03,1.41
rung14,127,0.989771,0.580779,0.030823,0.989623,0.576373,0.031573,0.989864,0.583557,0.030350,7.384529e-03,1.144328e-01,7.469162e-03,7.331167e-03,1.40
rung14,128,0.989823,0.580912,0.030757,0.989675,0.576501,0.031518,0.989917,0.583693,0.030277,7.213083e-03,1.145205e-01,7.301311e-03,7.157454e-03,1.40
rung14,129,0.989807,0.580720,0.030875,0.989690,0.576314,0.031541,0.989880,0.583497,0.030455,9.321660e-03,1.150249e-01,9.193712e-03,9.402331e-03,1.40
rung14,130,0.989807,0.580829,0.030604,0.989676,0.576472,0.031351,0.989889,0.583576,0.030132,1.482978e-02,1.164609e-01,1.510877e-02,1.465388e-02,1.40
rung14,131,0.989879,0.580900,0.030621,0.989738,0.576541,0.031414,0.989968,0.583649,0.030121,1.022086e-02,1.162131e-01,1.036414e-02,1.013052e-02,1.41
rung14,132,0.989981,0.581050,0.030353,0.989836,0.576744,0.031164,0.990072,0.583765,0.029842,9.055945e-03,1.162091e-01,9.058512e-03,9.054326e-03,1.40
rung14,133,0.990051,0.581230,0.030326,0.989904,0.576910,0.031132,0.990144,0.583953,0.029817,8.074963e-03,1.164199e-01,8.170392e-03,8.014793e-03,1.40
rung14,134,0.990129,0.581199,0.030135,0.989972,0.576926,0.030987,0.990228,0.583894,0.029598,1.257213e-02,1.186358e-01,1.258739e-02,1.256252e-02,1.40
rung14,135,0.989998,0.580662,0.030529,0.989840,0.576317,0.031379,0.990097,0.583401,0.029993,1.548680e-02,1.165203e-01,1.566839e-02,1.537231e-02,1.41
rung14,136,0.989969,0.580768,0.030583,0.989804,0.576433,0.031434,0.990072,0.583502,0.030046,9.424331e-03,1.157841e-01,9.462304e-03,9.400388e-03,1.40
rung14,137,0.989978,0.580713,0.030535,0.989813,0.576391,0.031387,0.990082,0.583438,0.029998,7.815651e-03,1.164127e-01,7.824466e-03,7.810093e-03,1.40
rung14,138,0.989928,0.580723,0.030611,0.989763,0.576412,0.031435,0.990032,0.583440,0.030092,7.668664e-03,1.168394e-01,7.556246e-03,7.739544e-03,1.40
rung14,139,0.989890,0.580637,0.030594,0.989730,0.576334,0.031425,0.989991,0.583349,0.030070,7.638959e-03,1.171085e-01,7.574596e-03,7.679541e-03,1.41
rung14,140,0.989916,0.581015,0.030465,0.989748,0.576718,0.031316,0.990022,0.583725,0.029929,1.419988e-02,1.159427e-01,1.414715e-02,1.423313e-02,1.40
rung14,141,0.989935,0.580740,0.030540,0.989770,0.576426,0.031362,0.990039,0.583460,0.030023,7.695321e-03,1.175035e-01,7.555650e-03,7.783383e-03,1.40
rung14,142,0.989942,0.580763,0.030467,0.989766,0.576454,0.031327,0.990054,0.583480,0.029926,7.967593e-03,1.174858e-01,7.974886e-03,7.962994e-03,1.42
rung14,143,0.989854,0.580713,0.030557,0.989672,0.576403,0.031428,0.989969,0.583431,0.030008,7.617391e-03,1.174130e-01,7.546067e-03,7.662361e-03,1.41
rung14,144,0.989850,0.580714,0.030616,0.989670,0.576413,0.031481,0.989964,0.583426,0.030070,6.029672e-03,1.176565e-01,6.004953e-03,6.045257e-03,1.40
rung14,145,0.989837,0.580512,0.030602,0.989642,0.576163,0.031517,0.989959,0.583255,0.030025,9.117289e-03,1.179043e-01,9.259985e-03,9.027318e-03,1.40
rung14,146,0.989900,0.580526,0.030563,0.989701,0.576164,0.031482,0.990025,0.583276,0.029984,6.822261e-03,1.180955e-01,6.912626e-03,6.765285e-03,1.40
rung14,147,0.989872,0.580551,0.030723,0.989667,0.576190,0.031652,0.990001,0.583301,0.030137,4.572333e-03,1.177776e-01,4.485222e-03,4.627257e-03,1.41
rung14,148,0.989851,0.580409,0.030775,0.989647,0.576044,0.031703,0.989980,0.583161,0.030191,5.151802e-03,1.182649e-01,5.145562e-03,5.155737e-03,1.40
rung14,149,0.989871,0.580398,0.030718,0.989664,0.576037,0.031653,0.990001,0.583147,0.030128,4.079005e-03,1.182424e-01,4.030298e-03,4.109715e-03,1.40
rung14,150,0.989863,0.580385,0.030735,0.989655,0.576031,0.031675,0.989994,0.583130,0.030141,3.926552e-03,1.183880e-01,3.820421e-03,3.993468e-03,1.40
